,date,prices_name,price,hub,hub2,unit,currency,price_type,products,id_source,product_type
2266,2023-01-19,CEGH,66.1,CEGH,,MWh,EUR,ASK,CAL24,8,Year
2267,2023-01-19,VTP_TTF,1.775,VTP,TTF,MWh,EUR,BID,CAL24,8,Year
2268,2023-01-19,VTP_TTF,1.8,VTP,TTF,MWh,EUR,ASK,CAL24,8,Year
2269,2023-01-19,THE,65.97500000000001,THE,,MWh,EUR,BID,CAL24,8,Year
2270,2023-01-19,THE,66.1,THE,,MWh,EUR,ASK,CAL24,8,Year
2271,2023-01-19,THE_TTF,1.775,THE,TTF,MWh,EUR,BID,CAL24,8,Year
2272,2023-01-19,THE_TTF,1.8,THE,TTF,MWh,EUR,ASK,CAL24,8,Year
2273,2023-01-19,TTF,64.2,TTF,,MWh,EUR,BID,CAL24,8,Year
2274,2023-01-19,TTF,64.3,TTF,,MWh,EUR,ASK,CAL24,8,Year
2275,2023-01-20,Czech Virtual Point,68.60000000000001,Czech Virtual Point,,MWh,EUR,BID,DA,8,Daily
2276,2023-01-20,Czech Virtual Point,69.10000000000001,Czech Virtual Point,,MWh,EUR,ASK,DA,8,Daily
2277,2023-01-20,Czech Virtual Point_THE,0.2,Czech Virtual Point,THE,MWh,EUR,BID,DA,8,Daily
2278,2023-01-20,Czech Virtual Point_THE,0.5,Czech Virtual Point,THE,MWh,EUR,ASK,DA,8,Daily
2279,2023-01-20,CEGH,71.325,CEGH,,MWh,EUR,BID,DA,8,Daily
2280,2023-01-20,CEGH,71.72500000000001,CEGH,,MWh,EUR,ASK,DA,8,Daily
2281,2023-01-20,VTP_TTF,3.3,VTP,TTF,MWh,EUR,BID,DA,8,Daily
2282,2023-01-20,VTP_TTF,3.575,VTP,TTF,MWh,EUR,ASK,DA,8,Daily
2283,2023-01-20,THE,68.4,THE,,MWh,EUR,BID,DA,8,Daily
2284,2023-01-20,THE,68.60000000000001,THE,,MWh,EUR,ASK,DA,8,Daily
2285,2023-01-20,SK VTP_CEGH,1.0,SK VTP,CEGH,MWh,EUR,BID,DA,8,Daily
2286,2023-01-20,SK VTP_CEGH,1.5,SK VTP,CEGH,MWh,EUR,ASK,DA,8,Daily
2287,2023-01-20,THE_TTF,0.375,THE,TTF,MWh,EUR,BID,DA,8,Daily
2288,2023-01-20,THE_TTF,0.45,THE,TTF,MWh,EUR,ASK,DA,8,Daily
2289,2023-01-20,TTF,68.025,TTF,,MWh,EUR,BID,DA,8,Daily
2290,2023-01-20,TTF,68.15,TTF,,MWh,EUR,ASK,DA,8,Daily
2291,2023-01-20,Czech Virtual Point,68.24999999999999,Czech Virtual Point,,MWh,EUR,BID,WE,8,Daily
2292,2023-01-20,Czech Virtual Point,68.95,Czech Virtual Point,,MWh,EUR,ASK,WE,8,Daily
2293,2023-01-20,Czech Virtual Point_THE,0.1,Czech Virtual Point,THE,MWh,EUR,BID,WE,8,Daily
2294,2023-01-20,Czech Virtual Point_THE,0.4,Czech Virtual Point,THE,MWh,EUR,ASK,WE,8,Daily
2295,2023-01-20,CEGH,69.3,CEGH,,MWh,EUR,BID,WE,8,Daily
2296,2023-01-20,CEGH,70.6,CEGH,,MWh,EUR,ASK,WE,8,Daily
2297,2023-01-20,VTP_TTF,1.5,VTP,TTF,MWh,EUR,BID,WE,8,Daily
2298,2023-01-20,VTP_TTF,2.5,VTP,TTF,MWh,EUR,ASK,WE,8,Daily
2299,2023-01-20,THE,68.14999999999999,THE,,MWh,EUR,BID,WE,8,Daily
2300,2023-01-20,THE,68.55,THE,,MWh,EUR,ASK,WE,8,Daily
2301,2023-01-20,SK VTP_CEGH,2.0,SK VTP,CEGH,MWh,EUR,BID,WE,8,Daily
2302,2023-01-20,SK VTP_CEGH,2.2,SK VTP,CEGH,MWh,EUR,ASK,WE,8,Daily
2303,2023-01-20,THE_TTF,0.35,THE,TTF,MWh,EUR,BID,WE,8,Daily
2304,2023-01-20,THE_TTF,0.45,THE,TTF,MWh,EUR,ASK,WE,8,Daily
2305,2023-01-20,TTF,67.8,TTF,,MWh,EUR,BID,WE,8,Daily
2306,2023-01-20,TTF,68.1,TTF,,MWh,EUR,ASK,WE,8,Daily
2307,2023-01-20,Czech Virtual Point_THE,0.45,Czech Virtual Point,THE,MWh,EUR,BID,BOM,8,Month
2308,2023-01-20,Czech Virtual Point_THE,0.7,Czech Virtual Point,THE,MWh,EUR,ASK,BOM,8,Month
2309,2023-01-20,Czech Virtual Point,67.55,Czech Virtual Point,,MWh,EUR,BID,FEB23,8,Month
2310,2023-01-20,Czech Virtual Point,69.06,Czech Virtual Point,,MWh,EUR,ASK,FEB23,8,Month
2311,2023-01-20,Czech Virtual Point_THE,0.8,Czech Virtual Point,THE,MWh,EUR,BID,FEB23,8,Month
2312,2023-01-20,Czech Virtual Point_THE,1.5,Czech Virtual Point,THE,MWh,EUR,ASK,FEB23,8,Month
2313,2023-01-20,CEGH,67.75,CEGH,,MWh,EUR,BID,FEB23,8,Month
2314,2023-01-20,CEGH,68.6,CEGH,,MWh,EUR,ASK,FEB23,8,Month
2315,2023-01-20,VTP_TTF,1.75,VTP,TTF,MWh,EUR,BID,FEB23,8,Month
2316,2023-01-20,VTP_TTF,1.85,VTP,TTF,MWh,EUR,ASK,FEB23,8,Month
2317,2023-01-20,THE,66.75,THE,,MWh,EUR,BID,FEB23,8,Month
2318,2023-01-20,THE,67.56,THE,,MWh,EUR,ASK,FEB23,8,Month
2319,2023-01-20,MGP_VTP,-1.5,MGP,VTP,MWh,EUR,BID,FEB23,8,Month
2320,2023-01-20,MGP_VTP,1.0,MGP,VTP,MWh,EUR,ASK,FEB23,8,Month
2321,2023-01-20,SK VTP_CEGH,1.5,SK VTP,CEGH,MWh,EUR,BID,FEB23,8,Month
2322,2023-01-20,SK VTP_CEGH,2.0,SK VTP,CEGH,MWh,EUR,ASK,FEB23,8,Month
2323,2023-01-20,THE_TTF,0.75,THE,TTF,MWh,EUR,BID,FEB23,8,Month
2324,2023-01-20,THE_TTF,0.81,THE,TTF,MWh,EUR,ASK,FEB23,8,Month
2325,2023-01-20,TTF,66.0,TTF,,MWh,EUR,BID,FEB23,8,Month
2326,2023-01-20,TTF,66.75,TTF,,MWh,EUR,ASK,FEB23,8,Month
2327,2023-01-20,Czech Virtual Point,67.325,Czech Virtual Point,,MWh,EUR,BID,MAR23,8,Month
2328,2023-01-20,Czech Virtual Point,69.9,Czech Virtual Point,,MWh,EUR,ASK,MAR23,8,Month
2329,2023-01-20,Czech Virtual Point_THE,0.5,Czech Virtual Point,THE,MWh,EUR,BID,MAR23,8,Month
2330,2023-01-20,Czech Virtual Point_THE,1.5,Czech Virtual Point,THE,MWh,EUR,ASK,MAR23,8,Month
2331,2023-01-20,CEGH,67.9,CEGH,,MWh,EUR,BID,MAR23,8,Month
2332,2023-01-20,CEGH,69.8,CEGH,,MWh,EUR,ASK,MAR23,8,Month
2333,2023-01-20,VTP_TTF,1.7,VTP,TTF,MWh,EUR,BID,MAR23,8,Month
2334,2023-01-20,VTP_TTF,2.1,VTP,TTF,MWh,EUR,ASK,MAR23,8,Month
2335,2023-01-20,THE,66.825,THE,,MWh,EUR,BID,MAR23,8,Month
2336,2023-01-20,THE,68.4,THE,,MWh,EUR,ASK,MAR23,8,Month
2337,2023-01-20,THE_TTF,0.625,THE,TTF,MWh,EUR,BID,MAR23,8,Month
2338,2023-01-20,THE_TTF,0.7,THE,TTF,MWh,EUR,ASK,MAR23,8,Month
2339,2023-01-20,TTF,66.2,TTF,,MWh,EUR,BID,MAR23,8,Month
2340,2023-01-20,TTF,67.7,TTF,,MWh,EUR,ASK,MAR23,8,Month
2341,2023-01-20,Czech Virtual Point,67.27499999999999,Czech Virtual Point,,MWh,EUR,BID,APRIL23,8,Month
2342,2023-01-20,Czech Virtual Point,70.875,Czech Virtual Point,,MWh,EUR,ASK,APRIL23,8,Month
2343,2023-01-20,Czech Virtual Point_THE,0.0,Czech Virtual Point,THE,MWh,EUR,BID,APRIL23,8,Month
2344,2023-01-20,Czech Virtual Point_THE,1.1,Czech Virtual Point,THE,MWh,EUR,ASK,APRIL23,8,Month
2345,2023-01-20,VTP_TTF,1.5,VTP,TTF,MWh,EUR,BID,APRIL23,8,Month
2346,2023-01-20,VTP_TTF,2.75,VTP,TTF,MWh,EUR,ASK,APRIL23,8,Month
2347,2023-01-20,THE,67.27499999999999,THE,,MWh,EUR,BID,APRIL23,8,Month
2348,2023-01-20,THE,69.775,THE,,MWh,EUR,ASK,APRIL23,8,Month
2349,2023-01-20,THE_TTF,0.725,THE,TTF,MWh,EUR,BID,APRIL23,8,Month
2350,2023-01-20,THE_TTF,1.0,THE,TTF,MWh,EUR,ASK,APRIL23,8,Month
2351,2023-01-20,TTF,66.55,TTF,,MWh,EUR,BID,APRIL23,8,Month
2352,2023-01-20,TTF,68.775,TTF,,MWh,EUR,ASK,APRIL23,8,Month
2353,2023-01-20,Czech Virtual Point,68.55000000000001,Czech Virtual Point,,MWh,EUR,BID,Q223,8,Quarter
2354,2023-01-20,Czech Virtual Point,70.175,Czech Virtual Point,,MWh,EUR,ASK,Q223,8,Quarter
2355,2023-01-20,Czech Virtual Point_THE,0.5,Czech Virtual Point,THE,MWh,EUR,BID,Q223,8,Quarter
2356,2023-01-20,Czech Virtual Point_THE,1.3,Czech Virtual Point,THE,MWh,EUR,ASK,Q223,8,Quarter
2357,2023-01-20,CEGH,67.875,CEGH,,MWh,EUR,BID,Q223,8,Quarter
2358,2023-01-20,CEGH,70.975,CEGH,,MWh,EUR,ASK,Q223,8,Quarter
2359,2023-01-20,VTP_TTF,0.6,VTP,TTF,MWh,EUR,BID,Q223,8,Quarter
2360,2023-01-20,VTP_TTF,3.0,VTP,TTF,MWh,EUR,ASK,Q223,8,Quarter
2361,2023-01-20,THE,68.05000000000001,THE,,MWh,EUR,BID,Q223,8,Quarter
2362,2023-01-20,THE,68.875,THE,,MWh,EUR,ASK,Q223,8,Quarter
2363,2023-01-20,MGP_VTP,-0.5,MGP,VTP,MWh,EUR,BID,Q223,8,Quarter
2364,2023-01-20,MGP_VTP,1.1,MGP,VTP,MWh,EUR,ASK,Q223,8,Quarter
2365,2023-01-20,SK VTP_CEGH,0.5,SK VTP,CEGH,MWh,EUR,BID,Q223,8,Quarter
2366,2023-01-20,THE_TTF,0.775,THE,TTF,MWh,EUR,BID,Q223,8,Quarter
2367,2023-01-20,THE_TTF,0.9,THE,TTF,MWh,EUR,ASK,Q223,8,Quarter
2368,2023-01-20,TTF,67.275,TTF,,MWh,EUR,BID,Q223,8,Quarter
2369,2023-01-20,TTF,67.975,TTF,,MWh,EUR,ASK,Q223,8,Quarter
2370,2023-01-20,Czech Virtual Point,69.2,Czech Virtual Point,,MWh,EUR,BID,Q323,8,Quarter
2371,2023-01-20,Czech Virtual Point,70.975,Czech Virtual Point,,MWh,EUR,ASK,Q323,8,Quarter
2372,2023-01-20,Czech Virtual Point_THE,0.5,Czech Virtual Point,THE,MWh,EUR,BID,Q323,8,Quarter
2373,2023-01-20,Czech Virtual Point_THE,1.3,Czech Virtual Point,THE,MWh,EUR,ASK,Q323,8,Quarter
2374,2023-01-20,CEGH,67.025,CEGH,,MWh,EUR,BID,Q323,8,Quarter
2375,2023-01-20,CEGH,70.25,CEGH,,MWh,EUR,ASK,Q323,8,Quarter
2376,2023-01-20,VTP_TTF,-0.975,VTP,TTF,MWh,EUR,BID,Q323,8,Quarter
2377,2023-01-20,VTP_TTF,1.4,VTP,TTF,MWh,EUR,ASK,Q323,8,Quarter
2378,2023-01-20,THE,68.7,THE,,MWh,EUR,BID,Q323,8,Quarter
2379,2023-01-20,THE,69.675,THE,,MWh,EUR,ASK,Q323,8,Quarter
2380,2023-01-20,MGP_VTP,-0.5,MGP,VTP,MWh,EUR,BID,Q323,8,Quarter
2381,2023-01-20,MGP_VTP,1.1,MGP,VTP,MWh,EUR,ASK,Q323,8,Quarter
2382,2023-01-20,SK VTP_CEGH,0.5,SK VTP,CEGH,MWh,EUR,BID,Q323,8,Quarter
2383,2023-01-20,THE_TTF,0.7,THE,TTF,MWh,EUR,BID,Q323,8,Quarter
2384,2023-01-20,THE_TTF,0.825,THE,TTF,MWh,EUR,ASK,Q323,8,Quarter
2385,2023-01-20,TTF,68.0,TTF,,MWh,EUR,BID,Q323,8,Quarter
2386,2023-01-20,TTF,68.85,TTF,,MWh,EUR,ASK,Q323,8,Quarter
2387,2023-01-20,Czech Virtual Point,76.14999999999999,Czech Virtual Point,,MWh,EUR,BID,Q423,8,Quarter
2388,2023-01-20,Czech Virtual Point,78.57499999999999,Czech Virtual Point,,MWh,EUR,ASK,Q423,8,Quarter
2389,2023-01-20,Czech Virtual Point_THE,0.6,Czech Virtual Point,THE,MWh,EUR,BID,Q423,8,Quarter
2390,2023-01-20,Czech Virtual Point_THE,2.0,Czech Virtual Point,THE,MWh,EUR,ASK,Q423,8,Quarter
2391,2023-01-20,CEGH,76.1,CEGH,,MWh,EUR,BID,Q423,8,Quarter
2392,2023-01-20,CEGH,77.725,CEGH,,MWh,EUR,ASK,Q423,8,Quarter
2393,2023-01-20,VTP_TTF,1.8,VTP,TTF,MWh,EUR,BID,Q423,8,Quarter
2394,2023-01-20,VTP_TTF,2.5,VTP,TTF,MWh,EUR,ASK,Q423,8,Quarter
2395,2023-01-20,THE,75.55,THE,,MWh,EUR,BID,Q423,8,Quarter
2396,2023-01-20,THE,76.57499999999999,THE,,MWh,EUR,ASK,Q423,8,Quarter
2397,2023-01-20,SK VTP_CEGH,0.5,SK VTP,CEGH,MWh,EUR,BID,Q423,8,Quarter
2398,2023-01-20,THE_TTF,1.25,THE,TTF,MWh,EUR,BID,Q423,8,Quarter
2399,2023-01-20,THE_TTF,1.35,THE,TTF,MWh,EUR,ASK,Q423,8,Quarter
2400,2023-01-20,TTF,74.3,TTF,,MWh,EUR,BID,Q423,8,Quarter
2401,2023-01-20,TTF,75.225,TTF,,MWh,EUR,ASK,Q423,8,Quarter
2402,2023-01-20,Czech Virtual Point,77.64999999999999,Czech Virtual Point,,MWh,EUR,BID,Q124,8,Quarter
2403,2023-01-20,Czech Virtual Point,79.85,Czech Virtual Point,,MWh,EUR,ASK,Q124,8,Quarter
2404,2023-01-20,Czech Virtual Point_THE,0.6,Czech Virtual Point,THE,MWh,EUR,BID,Q124,8,Quarter
2405,2023-01-20,Czech Virtual Point_THE,1.5,Czech Virtual Point,THE,MWh,EUR,ASK,Q124,8,Quarter
2406,2023-01-20,CEGH,77.05,CEGH,,MWh,EUR,BID,Q124,8,Quarter
2407,2023-01-20,CEGH,78.9,CEGH,,MWh,EUR,ASK,Q124,8,Quarter
2408,2023-01-20,VTP_TTF,0.7,VTP,TTF,MWh,EUR,BID,Q124,8,Quarter
2409,2023-01-20,VTP_TTF,1.4,VTP,TTF,MWh,EUR,ASK,Q124,8,Quarter
2410,2023-01-20,THE,77.05,THE,,MWh,EUR,BID,Q124,8,Quarter
2411,2023-01-20,THE,78.35,THE,,MWh,EUR,ASK,Q124,8,Quarter
2412,2023-01-20,SK VTP_CEGH,0.5,SK VTP,CEGH,MWh,EUR,BID,Q124,8,Quarter
2413,2023-01-20,THE_TTF,0.7,THE,TTF,MWh,EUR,BID,Q124,8,Quarter
2414,2023-01-20,THE_TTF,0.85,THE,TTF,MWh,EUR,ASK,Q124,8,Quarter
2415,2023-01-20,TTF,76.35,TTF,,MWh,EUR,BID,Q124,8,Quarter
2416,2023-01-20,TTF,77.5,TTF,,MWh,EUR,ASK,Q124,8,Quarter
2417,2023-01-20,Czech Virtual Point,68.95,Czech Virtual Point,,MWh,EUR,BID,SUM23,8,Season
2418,2023-01-20,Czech Virtual Point,70.475,Czech Virtual Point,,MWh,EUR,ASK,SUM23,8,Season
2419,2023-01-20,Czech Virtual Point_THE,0.5,Czech Virtual Point,THE,MWh,EUR,BID,SUM23,8,Season
2420,2023-01-20,Czech Virtual Point_THE,1.225,Czech Virtual Point,THE,MWh,EUR,ASK,SUM23,8,Season
2421,2023-01-20,CEGH,68.65,CEGH,,MWh,EUR,BID,SUM23,8,Season
2422,2023-01-20,CEGH,70.30000000000001,CEGH,,MWh,EUR,ASK,SUM23,8,Season
2423,2023-01-20,VTP_TTF,1.0,VTP,TTF,MWh,EUR,BID,SUM23,8,Season
2424,2023-01-20,VTP_TTF,1.9,VTP,TTF,MWh,EUR,ASK,SUM23,8,Season
2425,2023-01-20,THE,68.45,THE,,MWh,EUR,BID,SUM23,8,Season
2426,2023-01-20,THE,69.25,THE,,MWh,EUR,ASK,SUM23,8,Season
2427,2023-01-20,MGP_VTP,-0.45,MGP,VTP,MWh,EUR,BID,SUM23,8,Season
2428,2023-01-20,MGP_VTP,1.0,MGP,VTP,MWh,EUR,ASK,SUM23,8,Season
2429,2023-01-20,SK VTP_CEGH,0.5,SK VTP,CEGH,MWh,EUR,BID,SUM23,8,Season
2430,2023-01-20,SK VTP_CEGH,2.0,SK VTP,CEGH,MWh,EUR,ASK,SUM23,8,Season
2431,2023-01-20,THE_TTF,0.8,THE,TTF,MWh,EUR,BID,SUM23,8,Season
2432,2023-01-20,THE_TTF,0.85,THE,TTF,MWh,EUR,ASK,SUM23,8,Season
2433,2023-01-20,TTF,67.65,TTF,,MWh,EUR,BID,SUM23,8,Season
2434,2023-01-20,TTF,68.4,TTF,,MWh,EUR,ASK,SUM23,8,Season
2435,2023-01-20,Czech Virtual Point,77.45,Czech Virtual Point,,MWh,EUR,BID,WIN23,8,Season
2436,2023-01-20,Czech Virtual Point,79.225,Czech Virtual Point,,MWh,EUR,ASK,WIN23,8,Season
2437,2023-01-20,Czech Virtual Point_THE,0.7,Czech Virtual Point,THE,MWh,EUR,BID,WIN23,8,Season
2438,2023-01-20,Czech Virtual Point_THE,1.5,Czech Virtual Point,THE,MWh,EUR,ASK,WIN23,8,Season
2439,2023-01-20,CEGH,77.375,CEGH,,MWh,EUR,BID,WIN23,8,Season
2440,2023-01-20,CEGH,78.375,CEGH,,MWh,EUR,ASK,WIN23,8,Season
2441,2023-01-20,VTP_TTF,1.6,VTP,TTF,MWh,EUR,BID,WIN23,8,Season
2442,2023-01-20,VTP_TTF,1.7,VTP,TTF,MWh,EUR,ASK,WIN23,8,Season
2443,2023-01-20,THE,76.75,THE,,MWh,EUR,BID,WIN23,8,Season
2444,2023-01-20,THE,77.725,THE,,MWh,EUR,ASK,WIN23,8,Season
2445,2023-01-20,SK VTP_CEGH,0.5,SK VTP,CEGH,MWh,EUR,BID,WIN23,8,Season
2446,2023-01-20,THE_TTF,0.975,THE,TTF,MWh,EUR,BID,WIN23,8,Season
2447,2023-01-20,THE_TTF,1.05,THE,TTF,MWh,EUR,ASK,WIN23,8,Season
2448,2023-01-20,TTF,75.775,TTF,,MWh,EUR,BID,WIN23,8,Season
2449,2023-01-20,TTF,76.675,TTF,,MWh,EUR,ASK,WIN23,8,Season
2450,2023-01-20,Czech Virtual Point,70.9,Czech Virtual Point,,MWh,EUR,BID,CAL24,8,Year
2451,2023-01-20,Czech Virtual Point,73.875,Czech Virtual Point,,MWh,EUR,ASK,CAL24,8,Year
2452,2023-01-20,Czech Virtual Point_THE,1.0,Czech Virtual Point,THE,MWh,EUR,BID,CAL24,8,Year
2453,2023-01-20,Czech Virtual Point_THE,2.5,Czech Virtual Point,THE,MWh,EUR,ASK,CAL24,8,Year
2454,2023-01-20,CEGH,70.95,CEGH,,MWh,EUR,BID,CAL24,8,Year
2455,2023-01-20,CEGH,72.275,CEGH,,MWh,EUR,ASK,CAL24,8,Year
2456,2023-01-20,VTP_TTF,2.55,VTP,TTF,MWh,EUR,BID,CAL24,8,Year
2457,2023-01-20,VTP_TTF,2.7,VTP,TTF,MWh,EUR,ASK,CAL24,8,Year
2458,2023-01-20,THE,69.9,THE,,MWh,EUR,BID,CAL24,8,Year
2459,2023-01-20,THE,71.375,THE,,MWh,EUR,ASK,CAL24,8,Year
2460,2023-01-20,THE_TTF,1.5,THE,TTF,MWh,EUR,BID,CAL24,8,Year
2461,2023-01-20,THE_TTF,1.8,THE,TTF,MWh,EUR,ASK,CAL24,8,Year
2462,2023-01-20,TTF,68.4,TTF,,MWh,EUR,BID,CAL24,8,Year
2463,2023-01-20,TTF,69.575,TTF,,MWh,EUR,ASK,CAL24,8,Year
2464,2023-01-23,Czech Virtual Point,69.50000000000001,Czech Virtual Point,,MWh,EUR,BID,DA,8,Daily
2465,2023-01-23,Czech Virtual Point,70.05,Czech Virtual Point,,MWh,EUR,ASK,DA,8,Daily
2466,2023-01-23,Czech Virtual Point_THE,0.4,Czech Virtual Point,THE,MWh,EUR,BID,DA,8,Daily
2467,2023-01-23,Czech Virtual Point_THE,0.725,Czech Virtual Point,THE,MWh,EUR,ASK,DA,8,Daily
2468,2023-01-23,CEGH,72.05,CEGH,,MWh,EUR,BID,DA,8,Daily
2469,2023-01-23,CEGH,72.4,CEGH,,MWh,EUR,ASK,DA,8,Daily
2470,2023-01-23,VTP_TTF,3.35,VTP,TTF,MWh,EUR,BID,DA,8,Daily
2471,2023-01-23,VTP_TTF,3.5,VTP,TTF,MWh,EUR,ASK,DA,8,Daily
2472,2023-01-23,THE,69.10000000000001,THE,,MWh,EUR,BID,DA,8,Daily
2473,2023-01-23,THE,69.325,THE,,MWh,EUR,ASK,DA,8,Daily
2474,2023-01-23,SK VTP_CEGH,1.0,SK VTP,CEGH,MWh,EUR,BID,DA,8,Daily
2475,2023-01-23,SK VTP_CEGH,1.5,SK VTP,CEGH,MWh,EUR,ASK,DA,8,Daily
2476,2023-01-23,THE_TTF,0.4,THE,TTF,MWh,EUR,BID,DA,8,Daily
2477,2023-01-23,THE_TTF,0.425,THE,TTF,MWh,EUR,ASK,DA,8,Daily
2478,2023-01-23,TTF,68.7,TTF,,MWh,EUR,BID,DA,8,Daily
2479,2023-01-23,TTF,68.9,TTF,,MWh,EUR,ASK,DA,8,Daily
2480,2023-01-23,Czech Virtual Point_THE,0.45,Czech Virtual Point,THE,MWh,EUR,BID,BOM,8,Month
2481,2023-01-23,Czech Virtual Point_THE,0.7,Czech Virtual Point,THE,MWh,EUR,ASK,BOM,8,Month
2482,2023-01-23,Czech Virtual Point,68.325,Czech Virtual Point,,MWh,EUR,BID,FEB23,8,Month
2483,2023-01-23,Czech Virtual Point,69.4,Czech Virtual Point,,MWh,EUR,ASK,FEB23,8,Month
2484,2023-01-23,Czech Virtual Point_THE,0.8,Czech Virtual Point,THE,MWh,EUR,BID,FEB23,8,Month
2485,2023-01-23,Czech Virtual Point_THE,1.5,Czech Virtual Point,THE,MWh,EUR,ASK,FEB23,8,Month
2486,2023-01-23,CEGH,68.35000000000001,CEGH,,MWh,EUR,BID,FEB23,8,Month
2487,2023-01-23,CEGH,68.7,CEGH,,MWh,EUR,ASK,FEB23,8,Month
2488,2023-01-23,VTP_TTF,1.65,VTP,TTF,MWh,EUR,BID,FEB23,8,Month
2489,2023-01-23,VTP_TTF,1.7,VTP,TTF,MWh,EUR,ASK,FEB23,8,Month
2490,2023-01-23,THE,67.525,THE,,MWh,EUR,BID,FEB23,8,Month
2491,2023-01-23,THE,67.9,THE,,MWh,EUR,ASK,FEB23,8,Month
2492,2023-01-23,MGP_VTP,-1.5,MGP,VTP,MWh,EUR,BID,FEB23,8,Month
2493,2023-01-23,MGP_VTP,0.25,MGP,VTP,MWh,EUR,ASK,FEB23,8,Month
2494,2023-01-23,SK VTP_CEGH,1.6,SK VTP,CEGH,MWh,EUR,BID,FEB23,8,Month
2495,2023-01-23,THE_TTF,0.825,THE,TTF,MWh,EUR,BID,FEB23,8,Month
2496,2023-01-23,THE_TTF,0.9,THE,TTF,MWh,EUR,ASK,FEB23,8,Month
2497,2023-01-23,TTF,66.7,TTF,,MWh,EUR,BID,FEB23,8,Month
2498,2023-01-23,TTF,67.0,TTF,,MWh,EUR,ASK,FEB23,8,Month
2499,2023-01-23,Czech Virtual Point,68.4,Czech Virtual Point,,MWh,EUR,BID,MAR23,8,Month
2500,2023-01-23,Czech Virtual Point,69.975,Czech Virtual Point,,MWh,EUR,ASK,MAR23,8,Month
2501,2023-01-23,Czech Virtual Point_THE,0.5,Czech Virtual Point,THE,MWh,EUR,BID,MAR23,8,Month
2502,2023-01-23,Czech Virtual Point_THE,1.5,Czech Virtual Point,THE,MWh,EUR,ASK,MAR23,8,Month
2503,2023-01-23,CEGH,69.0,CEGH,,MWh,EUR,BID,MAR23,8,Month
2504,2023-01-23,CEGH,69.725,CEGH,,MWh,EUR,ASK,MAR23,8,Month
2505,2023-01-23,VTP_TTF,1.8,VTP,TTF,MWh,EUR,BID,MAR23,8,Month
2506,2023-01-23,VTP_TTF,2.05,VTP,TTF,MWh,EUR,ASK,MAR23,8,Month
2507,2023-01-23,THE,67.9,THE,,MWh,EUR,BID,MAR23,8,Month
2508,2023-01-23,THE,68.475,THE,,MWh,EUR,ASK,MAR23,8,Month
2509,2023-01-23,THE_TTF,0.7,THE,TTF,MWh,EUR,BID,MAR23,8,Month
2510,2023-01-23,THE_TTF,0.8,THE,TTF,MWh,EUR,ASK,MAR23,8,Month
2511,2023-01-23,TTF,67.2,TTF,,MWh,EUR,BID,MAR23,8,Month
2512,2023-01-23,TTF,67.675,TTF,,MWh,EUR,ASK,MAR23,8,Month
2513,2023-01-23,Czech Virtual Point,68.375,Czech Virtual Point,,MWh,EUR,BID,APRIL23,8,Month
2514,2023-01-23,Czech Virtual Point,70.39999999999999,Czech Virtual Point,,MWh,EUR,ASK,APRIL23,8,Month
2515,2023-01-23,Czech Virtual Point_THE,0.0,Czech Virtual Point,THE,MWh,EUR,BID,APRIL23,8,Month
2516,2023-01-23,Czech Virtual Point_THE,1.1,Czech Virtual Point,THE,MWh,EUR,ASK,APRIL23,8,Month
2517,2023-01-23,THE,68.375,THE,,MWh,EUR,BID,APRIL23,8,Month
2518,2023-01-23,THE,69.3,THE,,MWh,EUR,ASK,APRIL23,8,Month
2519,2023-01-23,THE_TTF,0.875,THE,TTF,MWh,EUR,BID,APRIL23,8,Month
2520,2023-01-23,THE_TTF,0.975,THE,TTF,MWh,EUR,ASK,APRIL23,8,Month
2521,2023-01-23,TTF,67.5,TTF,,MWh,EUR,BID,APRIL23,8,Month
2522,2023-01-23,TTF,68.325,TTF,,MWh,EUR,ASK,APRIL23,8,Month
2523,2023-01-23,Czech Virtual Point,69.275,Czech Virtual Point,,MWh,EUR,BID,Q223,8,Quarter
2524,2023-01-23,Czech Virtual Point,70.675,Czech Virtual Point,,MWh,EUR,ASK,Q223,8,Quarter
2525,2023-01-23,Czech Virtual Point_THE,0.5,Czech Virtual Point,THE,MWh,EUR,BID,Q223,8,Quarter
2526,2023-01-23,Czech Virtual Point_THE,1.3,Czech Virtual Point,THE,MWh,EUR,ASK,Q223,8,Quarter
2527,2023-01-23,CEGH,69.65,CEGH,,MWh,EUR,BID,Q223,8,Quarter
2528,2023-01-23,CEGH,71.4,CEGH,,MWh,EUR,ASK,Q223,8,Quarter
2529,2023-01-23,VTP_TTF,1.65,VTP,TTF,MWh,EUR,BID,Q223,8,Quarter
2530,2023-01-23,VTP_TTF,2.9,VTP,TTF,MWh,EUR,ASK,Q223,8,Quarter
2531,2023-01-23,THE,68.775,THE,,MWh,EUR,BID,Q223,8,Quarter
2532,2023-01-23,THE,69.375,THE,,MWh,EUR,ASK,Q223,8,Quarter
2533,2023-01-23,MGP_VTP,-0.5,MGP,VTP,MWh,EUR,BID,Q223,8,Quarter
2534,2023-01-23,MGP_VTP,1.1,MGP,VTP,MWh,EUR,ASK,Q223,8,Quarter
2535,2023-01-23,SK VTP_CEGH,0.5,SK VTP,CEGH,MWh,EUR,BID,Q223,8,Quarter
2536,2023-01-23,THE_TTF,0.775,THE,TTF,MWh,EUR,BID,Q223,8,Quarter
